,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
1769,2023,7,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",576.0,209.0,74.18,7.35,39.08,0.71,87.68,11.0,0.0,19914.0,6983.0,1310.0,2016.0,52.0,9553.0
1785,2023,7,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124.0,18.0,3.57,0.0,5.16,0.0,9.27,0.0,0.0,787.0,243.0,0.0,166.0,0.0,378.0
1802,2023,7,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",217.0,44.0,9.94,0.0,27.03,0.0,7.03,0.0,2.0,2508.0,567.0,0.0,1433.0,0.0,508.0
1803,2023,7,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",216.0,54.0,25.04,0.0,13.58,0.14,15.24,0.0,0.0,2085.0,1041.0,0.0,447.0,6.0,591.0
1808,2023,7,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",336.0,100.0,7.96,5.36,68.9,0.0,17.78,6.0,9.0,12021.0,631.0,551.0,9143.0,0.0,1696.0
1819,2023,7,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",369.0,135.0,20.43,13.7,73.25,0.0,27.62,1.0,4.0,12555.0,1703.0,1829.0,7363.0,0.0,1660.0
1824,2023,7,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",849.0,212.0,60.81,4.95,43.01,1.6,101.64,10.0,2.0,14230.0,3227.0,237.0,1596.0,55.0,9115.0
1830,2023,7,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",106.0,23.0,4.96,0.0,2.86,0.0,15.18,1.0,0.0,1038.0,427.0,0.0,96.0,0.0,515.0
1832,2023,7,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",88.0,22.0,4.22,0.0,3.47,0.0,14.31,0.0,0.0,1138.0,411.0,0.0,97.0,0.0,630.0
1838,2023,7,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",346.0,74.0,23.81,1.0,28.32,0.0,20.87,1.0,4.0,4407.0,1385.0,55.0,2160.0,0.0,807.0
1842,2023,7,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",324.0,79.0,12.65,1.0,31.92,0.0,33.43,1.0,2.0,3636.0,1093.0,19.0,1051.0,0.0,1473.0
1855,2023,7,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",7633.0,1622.0,406.94,61.19,537.64,9.74,606.5,32.0,15.0,91175.0,28397.0,5376.0,18201.0,567.0,38634.0
1856,2023,7,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1135.0,317.0,78.89,17.63,88.65,0.92,130.9,10.0,0.0,22984.0,6718.0,1124.0,3950.0,53.0,11139.0
1858,2023,7,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",289.0,53.0,18.52,0.0,5.49,0.0,28.99,0.0,0.0,3007.0,1013.0,0.0,168.0,0.0,1826.0
1859,2023,7,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",98.0,19.0,8.83,0.0,2.92,0.0,7.25,0.0,0.0,738.0,371.0,0.0,71.0,0.0,296.0
1862,2023,7,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",86.0,21.0,8.19,0.0,1.9,0.0,10.91,0.0,0.0,1061.0,433.0,0.0,77.0,0.0,551.0
1871,2023,7,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",301.0,153.0,73.06,4.98,38.35,0.45,36.16,19.0,2.0,13311.0,6163.0,796.0,2288.0,26.0,4038.0
1885,2023,7,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",57.0,12.0,3.27,0.0,6.04,0.0,2.69,4.0,1.0,1365.0,480.0,0.0,568.0,0.0,317.0
1887,2023,7,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",217.0,108.0,42.9,3.53,33.17,0.0,28.4,15.0,6.0,10143.0,4489.0,449.0,2224.0,0.0,2981.0
1888,2023,7,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",31.0,16.0,6.28,0.0,5.44,0.0,4.28,1.0,0.0,1176.0,337.0,0.0,323.0,0.0,516.0
1890,2023,7,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",522.0,210.0,59.3,7.11,59.27,0.29,84.03,42.0,4.0,21276.0,5249.0,574.0,5116.0,11.0,10326.0
1896,2023,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3494.0,1612.0,436.9,26.61,434.12,1.45,712.92,368.0,32.0,201189.0,63384.0,4862.0,40085.0,76.0,92782.0
1898,2023,7,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",1086.0,422.0,154.11,15.33,114.52,2.75,135.29,32.0,3.0,38024.0,15627.0,1888.0,5193.0,97.0,15219.0
1899,2023,7,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",1309.0,454.0,133.84,9.94,136.52,3.54,170.15,117.0,25.0,51711.0,19142.0,1504.0,12717.0,155.0,18193.0
1904,2023,7,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",31.0,13.0,5.14,0.0,4.02,0.0,3.84,1.0,0.0,1333.0,320.0,0.0,318.0,0.0,695.0
1908,2023,7,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",62.0,14.0,8.15,0.0,4.34,0.0,1.51,2.0,1.0,1418.0,1027.0,0.0,331.0,0.0,60.0
1913,2023,7,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62.0,35.0,14.77,1.37,6.3,0.0,12.56,5.0,1.0,2943.0,1160.0,223.0,430.0,0.0,1130.0
1926,2023,7,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",181.0,59.0,30.73,2.27,15.87,0.0,10.12,5.0,0.0,5684.0,3259.0,180.0,1230.0,0.0,1015.0
1927,2023,7,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",446.0,190.0,80.0,9.54,51.0,0.0,49.46,11.0,0.0,17908.0,7659.0,1271.0,2984.0,0.0,5994.0
1928,2023,7,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",62.0,34.0,17.72,2.12,6.14,0.0,8.01,6.0,0.0,3282.0,1766.0,221.0,424.0,0.0,871.0
1930,2023,7,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",217.0,119.0,45.74,7.59,28.03,0.88,36.76,3.0,1.0,9840.0,3632.0,741.0,1460.0,29.0,3978.0
1939,2023,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20084.0,3909.0,1293.91,197.2,772.69,1.88,1643.32,259.0,88.0,335957.0,152758.0,15569.0,48958.0,251.0,118421.0
1961,2023,7,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",575.0,105.0,47.87,4.73,25.85,0.0,26.55,4.0,1.0,5597.0,2797.0,318.0,1039.0,0.0,1443.0
1969,2023,7,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",1141.0,362.0,118.99,9.37,147.74,0.0,85.9,16.0,9.0,28670.0,12272.0,830.0,8618.0,0.0,6950.0
1970,2023,7,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",927.0,281.0,132.58,10.89,72.48,0.0,65.05,19.0,0.0,21042.0,10620.0,859.0,3624.0,0.0,5939.0
1975,2023,7,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",566.0,151.0,57.8,7.47,64.56,1.0,20.16,21.0,7.0,10658.0,3515.0,592.0,5238.0,39.0,1274.0
2003,2023,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2583.0,709.0,190.49,31.21,273.34,0.0,213.95,68.0,26.0,64757.0,23478.0,2411.0,19196.0,0.0,19672.0
2007,2023,7,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3372.0,728.0,316.15,32.8,155.79,1.0,222.27,35.0,2.0,60013.0,29714.0,7599.0,6602.0,18.0,16080.0
2009,2023,7,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2075.0,592.0,166.37,22.07,209.76,0.0,193.79,93.0,26.0,51264.0,16678.0,1797.0,15540.0,0.0,17249.0
2023,2023,7,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6449.0,1222.0,453.27,61.44,226.42,1.0,479.87,75.0,5.0,99291.0,45296.0,6655.0,11201.0,25.0,36114.0
2027,2023,7,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metro Oakland International",31.0,7.0,4.06,0.0,1.47,0.0,1.47,0.0,0.0,590.0,510.0,0.0,39.0,0.0,41.0
2032,2023,7,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",998.0,310.0,133.46,6.89,106.19,1.0,62.46,35.0,6.0,22243.0,9131.0,1280.0,6747.0,24.0,5061.0
2037,2023,7,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",870.0,200.0,103.45,5.62,31.51,0.0,59.42,13.0,2.0,11933.0,7019.0,548.0,1246.0,0.0,3120.0
2055,2023,7,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3201.0,643.0,280.21,24.41,128.19,0.0,210.19,27.0,2.0,51989.0,30194.0,1552.0,5288.0,0.0,14955.0
2056,2023,7,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1279.0,303.0,144.88,10.64,66.54,0.4,80.54,12.0,0.0,20767.0,11585.0,1403.0,3135.0,33.0,4611.0
2058,2023,7,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",248.0,40.0,28.73,2.0,3.38,0.0,5.89,2.0,0.0,2902.0,1950.0,111.0,341.0,0.0,500.0
2060,2023,7,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4697.0,821.0,306.47,32.03,122.6,0.0,359.89,68.0,4.0,66767.0,29047.0,3114.0,6183.0,0.0,28423.0
2064,2023,7,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",514.0,95.0,66.67,0.12,11.06,0.0,17.14,2.0,2.0,7030.0,5435.0,12.0,432.0,0.0,1151.0
2076,2023,7,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",889.0,403.0,112.66,9.16,91.06,0.0,190.13,52.0,2.0,38044.0,11532.0,1127.0,6018.0,0.0,19367.0
2088,2023,7,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",186.0,83.0,20.29,3.51,19.92,0.0,39.28,14.0,1.0,6325.0,1366.0,472.0,1240.0,0.0,3247.0
2092,2023,7,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2058.0,824.0,186.79,17.94,260.25,0.0,359.02,76.0,2.0,76471.0,19008.0,1521.0,18699.0,0.0,37243.0
2093,2023,7,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",628.0,280.0,75.73,6.03,76.72,0.0,121.52,20.0,0.0,19295.0,4831.0,619.0,3572.0,0.0,10273.0
2108,2023,7,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",105.0,47.0,17.55,2.31,15.54,0.0,11.6,13.0,0.0,4007.0,1136.0,364.0,1567.0,0.0,940.0
2118,2023,7,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62.0,22.0,7.84,0.0,1.53,0.0,12.62,0.0,1.0,1428.0,422.0,0.0,53.0,0.0,953.0
2124,2023,7,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",62.0,21.0,9.83,0.4,7.27,0.0,3.5,5.0,0.0,1711.0,809.0,12.0,627.0,0.0,263.0
2129,2023,7,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",557.0,225.0,60.96,5.85,29.09,0.0,129.09,15.0,2.0,22535.0,4747.0,957.0,1304.0,0.0,15527.0
2139,2023,7,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",61.0,25.0,10.74,1.16,2.22,0.0,10.88,1.0,0.0,1894.0,773.0,85.0,143.0,0.0,893.0
2140,2023,7,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",344.0,132.0,58.27,3.04,26.64,0.0,44.05,18.0,1.0,9322.0,4144.0,158.0,1573.0,0.0,3447.0
2142,2023,7,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",120.0,42.0,16.41,0.01,3.66,0.0,21.92,4.0,0.0,2949.0,1054.0,1.0,131.0,0.0,1763.0
2146,2023,7,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",124.0,46.0,19.28,0.86,2.95,0.0,22.91,3.0,0.0,3330.0,1366.0,48.0,124.0,0.0,1792.0
2228,2023,7,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",939.0,333.0,136.4,14.94,62.35,0.0,119.32,24.0,1.0,25318.0,8888.0,1912.0,2870.0,0.0,11648.0
2229,2023,7,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4363.0,1140.0,467.28,52.91,249.28,0.0,370.53,111.0,6.0,88068.0,36789.0,4298.0,10209.0,0.0,36772.0
2230,2023,7,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",120.0,40.0,16.61,0.8,2.41,0.0,20.18,2.0,0.0,3365.0,1336.0,40.0,88.0,0.0,1901.0
2232,2023,7,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",323.0,96.0,38.41,4.47,14.62,0.0,38.5,8.0,0.0,7800.0,2741.0,527.0,692.0,0.0,3840.0
2237,2023,7,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",263.0,94.0,35.65,6.0,16.18,0.0,36.17,8.0,4.0,7044.0,2440.0,722.0,797.0,0.0,3085.0
2246,2023,7,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3232.0,967.0,271.85,27.96,176.22,2.97,488.01,26.0,11.0,60787.0,14430.0,2361.0,10239.0,97.0,33660.0
2260,2023,7,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",273.0,103.0,37.35,2.22,12.18,0.0,51.24,1.0,2.0,6666.0,1937.0,102.0,556.0,0.0,4071.0
2267,2023,7,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",8673.0,3037.0,591.1,78.71,1068.2,5.65,1293.34,193.0,69.0,194272.0,34179.0,8128.0,68394.0,244.0,83327.0
2292,2023,7,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",2697.0,840.0,252.87,11.36,69.44,4.65,501.68,18.0,1.0,40633.0,11520.0,1278.0,2720.0,234.0,24881.0
2294,2023,7,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1058.0,310.0,97.08,10.0,102.99,0.0,99.93,89.0,10.0,17309.0,4471.0,622.0,6363.0,0.0,5853.0
2306,2023,7,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",682.0,265.0,90.92,7.36,22.74,0.58,143.4,10.0,1.0,16046.0,4435.0,666.0,1088.0,18.0,9839.0
2310,2023,7,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metro Oakland International",3337.0,898.0,260.84,3.15,55.88,1.0,577.13,20.0,1.0,44824.0,12743.0,434.0,1879.0,24.0,29744.0
2315,2023,7,WN,Southwest Airlines Co.,ORD,"Chicago, IL: Chicago O'Hare International",804.0,254.0,56.33,5.8,103.61,0.0,88.26,10.0,15.0,15041.0,3303.0,705.0,5763.0,0.0,5270.0
2320,2023,7,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5234.0,1394.0,391.28,23.23,133.03,4.37,842.08,42.0,9.0,74167.0,18923.0,2545.0,5579.0,366.0,46754.0
2336,2023,7,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",868.0,298.0,105.09,5.11,47.66,0.0,140.14,3.0,2.0,13846.0,4233.0,540.0,1822.0,0.0,7251.0
2337,2023,7,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",752.0,322.0,77.82,1.95,65.75,0.0,176.48,4.0,0.0,15438.0,3526.0,57.0,2255.0,0.0,9600.0
2338,2023,7,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2944.0,740.0,210.42,4.93,74.01,3.47,447.17,21.0,1.0,34066.0,9530.0,646.0,2316.0,104.0,21470.0
2340,2023,7,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",1015.0,323.0,118.74,4.86,28.41,0.19,170.8,10.0,3.0,16921.0,5991.0,372.0,947.0,21.0,9590.0
2344,2023,7,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",3469.0,1008.0,254.62,29.48,177.48,3.92,542.5,28.0,8.0,61312.0,14534.0,2792.0,7910.0,82.0,35994.0
3027,2023,7,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",765.0,285.0,113.98,12.01,88.51,0.0,70.5,31.0,3.0,21199.0,7487.0,1302.0,4746.0,0.0,7664.0
3043,2023,7,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",400.0,172.0,75.72,9.38,37.91,0.0,48.99,15.0,2.0,14702.0,5201.0,1968.0,1884.0,0.0,5649.0
3048,2023,7,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",8490.0,2454.0,680.55,117.33,960.73,0.0,695.39,254.0,64.0,206073.0,55073.0,14977.0,63196.0,0.0,72827.0
3049,2023,7,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",766.0,260.0,105.61,13.43,48.94,0.0,92.02,27.0,0.0,19161.0,6065.0,1638.0,2208.0,0.0,9250.0
3055,2023,7,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",6161.0,2032.0,486.85,83.41,815.37,0.0,646.37,584.0,44.0,205416.0,48486.0,13652.0,72056.0,0.0,71222.0
3076,2023,7,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2407.0,608.0,294.96,31.67,87.67,0.0,193.69,60.0,6.0,48651.0,21294.0,3375.0,4491.0,0.0,19491.0
3077,2023,7,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",635.0,215.0,64.53,15.72,65.38,0.0,69.37,44.0,5.0,14287.0,3910.0,1333.0,4067.0,0.0,4977.0
3090,2023,7,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",484.0,173.0,74.12,8.54,23.69,0.0,66.65,15.0,0.0,15704.0,5868.0,1211.0,1295.0,0.0,7330.0
3097,2023,7,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7493.0,2160.0,684.64,93.91,619.49,0.0,761.96,276.0,56.0,188808.0,63226.0,12859.0,37372.0,0.0,75351.0
3102,2023,7,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",638.0,211.0,93.29,14.64,23.79,0.0,79.29,15.0,1.0,15187.0,6036.0,1268.0,1111.0,0.0,6772.0
3210,2023,6,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",719.0,241.0,71.27,21.22,49.97,0.15,98.39,10.0,0.0,21277.0,5291.0,1609.0,2459.0,15.0,11903.0
3230,2023,6,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",9784.0,2557.0,607.01,137.79,622.09,6.33,1183.78,84.0,22.0,262995.0,82492.0,17725.0,28735.0,203.0,133840.0
3236,2023,6,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",702.0,263.0,77.66,13.0,80.82,0.32,91.21,10.0,13.0,23617.0,7198.0,1161.0,4446.0,18.0,10794.0
3237,2023,6,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14206.0,4140.0,981.87,266.42,989.32,7.97,1894.42,150.0,120.0,416577.0,118772.0,25206.0,48946.0,347.0,223306.0
3245,2023,6,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",643.0,271.0,69.17,18.36,98.41,0.08,84.98,27.0,9.0,25110.0,7464.0,1786.0,7308.0,2.0,8550.0
3264,2023,6,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1167.0,362.0,104.78,17.94,138.94,1.0,99.34,24.0,4.0,32260.0,9074.0,2752.0,7737.0,25.0,12672.0
3267,2023,6,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2498.0,684.0,214.22,39.13,190.85,3.66,236.15,15.0,2.0,60582.0,22206.0,4175.0,8775.0,179.0,25247.0
3270,2023,6,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1491.0,542.0,133.73,31.81,212.25,1.79,162.41,64.0,13.0,49843.0,13332.0,3313.0,16898.0,57.0,16243.0
3283,2023,6,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",354.0,124.0,41.02,7.09,17.48,0.0,58.4,2.0,2.0,12222.0,4734.0,414.0,973.0,0.0,6101.0
3291,2023,6,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4157.0,1063.0,314.06,42.38,280.2,2.16,424.2,42.0,11.0,105429.0,35224.0,3835.0,13403.0,64.0,52903.0
3296,2023,6,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4256.0,888.0,300.42,35.43,138.23,0.64,413.27,13.0,7.0,96414.0,37766.0,3003.0,6254.0,25.0,49366.0
3314,2023,6,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",602.0,179.0,73.92,9.54,28.76,2.98,63.8,4.0,1.0,16532.0,6538.0,1758.0,1333.0,84.0,6819.0
3315,2023,6,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",855.0,295.0,100.24,12.36,68.28,0.45,113.66,11.0,0.0,30792.0,14042.0,836.0,3487.0,15.0,12412.0
3316,2023,6,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",150.0,42.0,12.33,1.53,11.53,0.0,16.61,0.0,0.0,2267.0,666.0,109.0,555.0,0.0,937.0
3318,2023,6,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",303.0,116.0,36.11,8.32,15.42,0.0,56.15,1.0,1.0,10009.0,3000.0,649.0,680.0,0.0,5680.0
3322,2023,6,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",577.0,206.0,78.83,9.6,46.0,0.0,71.57,4.0,1.0,14445.0,5612.0,1025.0,2096.0,0.0,5712.0
3338,2023,6,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",120.0,41.0,9.04,0.38,17.86,0.0,13.73,0.0,1.0,1576.0,405.0,6.0,610.0,0.0,555.0
3355,2023,6,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",192.0,51.0,10.95,4.8,27.81,0.0,7.44,0.0,1.0,2509.0,425.0,323.0,1465.0,0.0,296.0
3356,2023,6,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",200.0,89.0,20.46,0.0,55.09,0.0,13.45,0.0,1.0,3617.0,837.0,0.0,1918.0,0.0,862.0
3361,2023,6,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",313.0,113.0,22.96,3.76,69.71,0.0,16.57,4.0,11.0,7046.0,1347.0,476.0,3719.0,0.0,1504.0
3372,2023,6,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",358.0,137.0,14.4,5.59,87.5,0.47,29.03,0.0,1.0,7465.0,744.0,942.0,4352.0,16.0,1411.0
3377,2023,6,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",802.0,156.0,54.02,2.72,46.01,0.35,52.9,3.0,0.0,9163.0,3391.0,590.0,1518.0,8.0,3656.0
3383,2023,6,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",96.0,22.0,7.25,0.0,4.43,0.0,10.32,0.0,0.0,952.0,385.0,0.0,134.0,0.0,433.0
3385,2023,6,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",74.0,19.0,3.34,0.0,1.67,0.0,13.99,0.0,0.0,900.0,267.0,0.0,42.0,0.0,591.0
3391,2023,6,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",316.0,118.0,22.53,3.0,61.84,0.89,29.74,0.0,2.0,5068.0,1417.0,236.0,2351.0,24.0,1040.0
3396,2023,6,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",317.0,70.0,24.01,0.0,19.45,0.0,26.54,0.0,0.0,3024.0,1162.0,0.0,516.0,0.0,1346.0
3409,2023,6,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",6935.0,1395.0,350.72,29.2,419.42,14.16,581.49,24.0,13.0,79157.0,25341.0,2342.0,15303.0,513.0,35658.0
3410,2023,6,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1157.0,295.0,74.24,20.83,99.51,1.14,99.29,8.0,4.0,17353.0,5500.0,1507.0,4483.0,55.0,5808.0
3412,2023,6,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",310.0,62.0,21.45,0.0,11.52,2.91,26.13,2.0,1.0,2703.0,924.0,0.0,379.0,111.0,1289.0
3413,2023,6,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",92.0,22.0,11.37,0.0,4.85,1.0,4.78,0.0,0.0,1583.0,1132.0,0.0,205.0,18.0,228.0
3416,2023,6,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",85.0,25.0,3.52,0.0,14.18,0.0,7.3,0.0,0.0,1016.0,253.0,0.0,442.0,0.0,321.0
3425,2023,6,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",290.0,101.0,43.0,4.5,24.84,0.29,28.37,17.0,2.0,9584.0,4321.0,734.0,1216.0,14.0,3299.0
3439,2023,6,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",56.0,14.0,8.93,0.0,2.76,0.0,2.32,2.0,0.0,597.0,260.0,0.0,101.0,0.0,236.0
3441,2023,6,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",194.0,62.0,26.34,4.55,13.37,0.0,17.74,4.0,3.0,6215.0,2973.0,587.0,1179.0,0.0,1476.0
3442,2023,6,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",30.0,11.0,7.16,0.0,2.91,0.0,0.93,0.0,1.0,701.0,233.0,0.0,281.0,0.0,187.0
